"","Item_Identifier","Item_Count","Outlet_Identifier","Outlet_Count","X","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Establishment_Year","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Other","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Item_Outlet_Sales","Outlet_Year","Item_Type_New_Drinks","Item_Type_New_Food","Item_Type_New_Non-Consumable"
"3101","FDE38",9,"OUT017",1543,10648,6.52,0,0.044859477,"Canned",167.0842,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"3102","FDE38",9,"OUT049",1550,9082,6.52,0,0.044676513,"Canned",167.6842,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3103","FDE38",9,"OUT013",1553,13162,6.52,0,0.04457004,"Canned",165.3842,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3104","FDE38",9,"OUT045",1548,10246,6.52,0,0.044697626,"Canned",166.5842,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3105","FDE38",9,"OUT035",1550,9050,6.52,0,0.044598726,"Canned",167.7842,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3106","FDE38",9,"OUT019",880,10670,12.6,0,0.078101381,"Canned",164.8842,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"3107","FDE38",9,"OUT046",1550,6114,6.52,0,0.044607161,"Canned",164.2842,1997,0,0,0,1,1,0,0,0,1,0,0,2818.3314,16,0,1,0
"3108","FDE38",9,"OUT027",1559,740,12.6,0,0.044391149,"Canned",164.3842,1985,0,1,0,0,0,0,1,0,0,0,1,4476.1734,28,0,1,0
"3109","FDE38",9,"OUT018",1546,11803,6.52,0,0.044788872,"Canned",164.0842,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3110","FDE39",9,"OUT049",1550,13631,7.89,0,0.036190683,"Dairy",120.4782,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3111","FDE39",9,"OUT046",1550,13843,7.89,0,0.036134504,"Dairy",117.7782,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3112","FDE39",9,"OUT018",1546,11195,7.89,0,0.036281701,"Dairy",119.6782,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3113","FDE39",9,"OUT019",880,9925,12.6,0,0.063266852,"Dairy",120.6782,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"3114","FDE39",9,"OUT035",1550,7413,7.89,0,0.036127671,"Dairy",117.4782,2004,0,0,0,1,0,1,0,0,1,0,0,2026.0294,9,0,1,0
"3115","FDE39",9,"OUT027",1559,11471,12.6,0,0.035959521,"Dairy",120.8782,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3116","FDE39",9,"OUT013",1553,11810,7.89,0,0.036104434,"Dairy",117.1782,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3117","FDE39",9,"OUT045",1548,690,7.89,0,0.036207786,"Dairy",121.0782,2002,0,0,1,0,0,1,0,0,1,0,0,3456.1678,11,0,1,0
"3118","FDE39",9,"OUT017",1543,11827,7.89,0,0.036338895,"Dairy",119.5782,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"3119","FDE40",9,"OUT013",1553,12525,15.6,1,0.099061255,"Dairy",63.7194,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3120","FDE40",9,"OUT049",1550,9956,15.6,1,0.099297902,"Dairy",60.5194,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3121","FDE40",9,"OUT045",1548,4928,15.6,1,0.099344826,"Dairy",63.6194,2002,0,0,1,0,0,1,0,0,1,0,0,743.0328,11,0,1,0
"3122","FDE40",9,"OUT046",1550,13647,15.6,1,0.09914376,"Dairy",61.3194,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3123","FDE40",9,"OUT019",880,7642,12.6,1,0.173587926,"Dairy",60.0194,1985,0,0,0,1,1,0,0,1,0,0,0,123.8388,28,0,1,0
"3124","FDE40",9,"OUT027",1559,199,12.6,1,0.098663652,"Dairy",62.9194,1985,0,1,0,0,0,0,1,0,0,0,1,2105.2596,28,0,1,0
"3125","FDE40",9,"OUT035",1550,10143,15.6,1,0.099125013,"Dairy",63.0194,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3126","FDE40",9,"OUT017",1543,5562,15.6,1,0.099704558,"Dairy",63.1194,2007,0,0,1,0,0,1,0,0,1,0,0,1300.3074,6,0,1,0
"3127","FDE40",9,"OUT018",1546,3629,15.6,1,0.0540205365,"Dairy",62.4194,2009,0,1,0,0,0,0,1,0,0,1,0,804.9522,4,0,1,0
"3128","FDE41",9,"OUT013",1553,9354,9.195,1,0.063960902,"Frozen Foods",86.4566,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3129","FDE41",9,"OUT017",1543,1051,9.195,1,0.064376263,"Frozen Foods",83.1566,2007,0,0,1,0,0,1,0,0,1,0,0,1099.2358,6,0,1,0
"3130","FDE41",9,"OUT035",1550,2059,9.195,1,0.064002068,"Frozen Foods",85.5566,2004,0,0,0,1,0,1,0,0,1,0,0,930.1226,9,0,1,0
"3131","FDE41",9,"OUT045",1548,4665,9.195,1,0.064143995,"Frozen Foods",85.9566,2002,0,0,1,0,0,1,0,0,1,0,0,1691.132,11,0,1,0
"3132","FDE41",9,"OUT046",1550,3125,9.195,1,0.064014173,"Frozen Foods",83.3566,1997,0,0,0,1,1,0,0,0,1,0,0,1437.4622,16,0,1,0
"3133","FDE41",9,"OUT019",880,2063,12.6,1,0.0540205365,"Frozen Foods",83.7566,1985,0,0,0,1,1,0,0,1,0,0,0,253.6698,28,0,1,0
"3134","FDE41",9,"OUT049",1550,7313,9.195,1,0.064113698,"Frozen Foods",86.5566,1999,0,1,0,0,1,0,0,0,1,0,0,1183.7924,14,0,1,0
"3135","FDE41",9,"OUT027",1559,11658,12.6,1,0.063704181,"Frozen Foods",83.6566,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3136","FDE41",9,"OUT018",1546,13001,9.195,1,0.064274939,"Frozen Foods",85.8566,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3137","FDE44",9,"OUT046",1550,5945,14.65,0,0.17138805,"Fruits and Vegetables",50.7692,1997,0,0,0,1,1,0,0,0,1,0,0,1034.6532,16,0,1,0
"3138","FDE44",9,"OUT018",1546,12860,14.65,0,0.172086213,"Fruits and Vegetables",49.4692,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3139","FDE44",9,"OUT013",1553,3618,14.65,0,0.171245426,"Fruits and Vegetables",50.3692,1987,1,0,0,0,0,0,1,0,1,0,0,591.2304,26,0,1,0
"3140","FDE44",9,"OUT049",1550,13193,14.65,0,0.171654513,"Fruits and Vegetables",48.4692,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3141","FDE44",9,"OUT017",1543,7493,14.65,0,0.172357491,"Fruits and Vegetables",50.8692,2007,0,0,1,0,0,1,0,0,1,0,0,788.3072,6,0,1,0
"3142","FDE44",9,"OUT045",1548,7787,14.65,0,0.0540205365,"Fruits and Vegetables",49.7692,2002,0,0,1,0,0,1,0,0,1,0,0,837.5764,11,0,1,0
"3143","FDE44",9,"OUT019",880,12945,12.6,0,0.300078353,"Fruits and Vegetables",48.1692,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"3144","FDE44",9,"OUT035",1550,5332,14.65,0,0.171355643,"Fruits and Vegetables",47.6692,2004,0,0,0,1,0,1,0,0,1,0,0,739.038,9,0,1,0
"3145","FDE44",9,"OUT027",1559,11866,12.6,0,0.170558096,"Fruits and Vegetables",48.7692,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3146","FDE45",10,"OUT017",1543,11234,12.1,0,0.040585593,"Fruits and Vegetables",177.5002,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"3147","FDE45",10,"OUT010",925,8956,12.1,0,0.067549872,"Fruits and Vegetables",178.3002,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"3148","FDE45",10,"OUT013",1553,5512,12.1,0,0.040323731,"Fruits and Vegetables",180.0002,1987,1,0,0,0,0,0,1,0,1,0,0,4656.6052,26,0,1,0
"3149","FDE45",10,"OUT018",1546,3757,12.1,0,0.040521714,"Fruits and Vegetables",178.5002,2009,0,1,0,0,0,0,1,0,0,1,0,5552.1062,4,0,1,0
"3150","FDE45",10,"OUT046",1550,932,12.1,0,0.040357315,"Fruits and Vegetables",177.8002,1997,0,0,0,1,1,0,0,0,1,0,0,1611.9018,16,0,1,0
"3151","FDE45",10,"OUT049",1550,11282,12.1,0,0.04042006,"Fruits and Vegetables",178.0002,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3152","FDE45",10,"OUT019",880,1541,12.6,0,0.070660449,"Fruits and Vegetables",180.4002,1985,0,0,0,1,1,0,0,1,0,0,0,716.4008,28,0,1,0
"3153","FDE45",10,"OUT027",1559,12354,12.6,0,0.040161883,"Fruits and Vegetables",179.6002,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3154","FDE45",10,"OUT035",1550,4725,12.1,0,0.0540205365,"Fruits and Vegetables",177.3002,2004,0,0,0,1,0,1,0,0,1,0,0,3044.7034,9,0,1,0
"3155","FDE45",10,"OUT045",1548,12442,12.1,0,0.040439161,"Fruits and Vegetables",180.0002,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3156","FDE46",9,"OUT018",1546,12145,18.6,0,0.015833933,"Snack Foods",150.6366,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3157","FDE46",9,"OUT013",1553,4228,18.6,0,0.01575657,"Snack Foods",153.1366,1987,1,0,0,0,0,0,1,0,1,0,0,3173.8686,26,0,1,0
"3158","FDE46",9,"OUT017",1543,4991,18.6,0,0.015858893,"Snack Foods",152.9366,2007,0,0,1,0,0,1,0,0,1,0,0,453.4098,6,0,1,0
"3159","FDE46",9,"OUT046",1550,8229,18.6,0,0.015769693,"Snack Foods",152.1366,1997,0,0,0,1,1,0,0,0,1,0,0,1813.6392,16,0,1,0
"3160","FDE46",9,"OUT027",1559,5302,12.6,0,0.015693328,"Snack Foods",150.7366,1985,0,1,0,0,0,0,1,0,0,0,1,906.8196,28,0,1,0
"3161","FDE46",9,"OUT049",1550,12553,18.6,0,0.015794211,"Snack Foods",152.0366,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3162","FDE46",9,"OUT019",880,6642,12.6,0,0.027610698,"Snack Foods",149.5366,1985,0,0,0,1,1,0,0,1,0,0,0,604.5464,28,0,1,0
"3163","FDE46",9,"OUT035",1550,2073,18.6,0,0.015766712,"Snack Foods",152.9366,2004,0,0,0,1,0,1,0,0,1,0,0,1662.5026,9,0,1,0
"3164","FDE46",9,"OUT045",1548,9426,18.6,0,0.015801675,"Snack Foods",152.4366,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3165","FDE47",9,"OUT018",1546,11489,14.15,0,0.038063173,"Starchy Foods",122.5046,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3166","FDE47",9,"OUT027",1559,12564,12.6,0,0.037725174,"Starchy Foods",123.9046,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3167","FDE47",9,"OUT035",1550,3320,14.15,0,0.037901581,"Starchy Foods",126.3046,2004,0,0,0,1,0,1,0,0,1,0,0,2614.5966,9,0,1,0
"3168","FDE47",9,"OUT017",1543,2236,14.15,0,0.038123176,"Starchy Foods",123.5046,2007,0,0,1,0,0,1,0,0,1,0,0,1992.0736,6,0,1,0
"3169","FDE47",9,"OUT046",1550,13893,14.15,0,0.037908749,"Starchy Foods",124.0046,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3170","FDE47",9,"OUT010",925,10497,14.15,0,0.063451474,"Starchy Foods",126.5046,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"3171","FDE47",9,"OUT013",1553,3306,14.15,0,0.037877202,"Starchy Foods",124.0046,1987,1,0,0,0,0,0,1,0,1,0,0,1618.5598,26,0,1,0
"3172","FDE47",9,"OUT045",1548,10087,14.15,0,0.037985629,"Starchy Foods",123.1046,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3173","FDE47",9,"OUT049",1550,4734,14.15,0,0.037967687,"Starchy Foods",125.6046,1999,0,1,0,0,1,0,0,0,1,0,0,1618.5598,14,0,1,0
"3174","FDE50",9,"OUT049",1550,11185,19.7,1,0.016230842,"Canned",185.9556,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3175","FDE50",9,"OUT013",1553,14078,19.7,1,0.01619216,"Canned",187.4556,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3176","FDE50",9,"OUT017",1543,10194,19.7,1,0.016297312,"Canned",186.3556,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"3177","FDE50",9,"OUT045",1548,3436,19.7,1,0.016238512,"Canned",186.4556,2002,0,0,1,0,0,1,0,0,1,0,0,5069.4012,11,0,1,0
"3178","FDE50",9,"OUT035",1550,4235,19.7,1,0.016202582,"Canned",188.2556,2004,0,0,0,1,0,1,0,0,1,0,0,3379.6008,9,0,1,0
"3179","FDE50",9,"OUT046",1550,13474,19.7,1,0.016205646,"Canned",188.8556,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3180","FDE50",9,"OUT018",1546,12307,19.7,1,0.016271661,"Canned",188.1556,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3181","FDE50",9,"OUT027",1559,1034,12.6,1,0.01612717,"Canned",189.3556,1985,0,1,0,0,0,0,1,0,0,0,1,2253.0672,28,0,1,0
"3182","FDE50",9,"OUT019",880,12883,12.6,1,0.028373995,"Canned",187.0556,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"3183","FDE51",9,"OUT017",1543,5500,5.925,1,0.097012989,"Dairy",42.9086,2007,0,0,1,0,0,1,0,0,1,0,0,758.3462,6,0,1,0
"3184","FDE51",9,"OUT010",925,29,5.925,1,0.161466534,"Dairy",45.5086,1998,0,0,1,0,0,0,1,1,0,0,0,178.4344,15,0,1,0
"3185","FDE51",9,"OUT046",1550,756,5.925,1,0.09646733,"Dairy",42.8086,1997,0,0,0,1,1,0,0,0,1,0,0,669.129,16,0,1,0
"3186","FDE51",9,"OUT045",1548,12992,5.925,1,0.096662969,"Dairy",45.3086,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3187","FDE51",9,"OUT019",880,5428,12.6,1,0.168901843,"Dairy",43.4086,1985,0,0,0,1,1,0,0,1,0,0,0,44.6086,28,0,1,0
"3188","FDE51",9,"OUT049",1550,10490,5.925,1,0.096617312,"Dairy",44.1086,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3189","FDE51",9,"OUT035",1550,2412,5.925,1,0.09644909,"Dairy",43.8086,2004,0,0,0,1,0,1,0,0,1,0,0,312.2602,9,0,1,0
"3190","FDE51",9,"OUT027",1559,7316,12.6,1,0.096000183,"Dairy",43.7086,1985,0,1,0,0,0,0,1,0,0,0,1,1293.6494,28,0,1,0
"3191","FDE51",9,"OUT013",1553,6532,5.925,1,0.096387053,"Dairy",45.6086,1987,1,0,0,0,0,0,1,0,1,0,0,356.8688,26,0,1,0
"3192","FDE52",8,"OUT017",1543,10504,10.395,1,0.03005585,"Dairy",88.1514,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"3193","FDE52",8,"OUT018",1546,13745,10.395,1,0.0540205365,"Dairy",88.5514,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3194","FDE52",8,"OUT035",1550,8668,10.395,1,0.029881147,"Dairy",89.5514,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3195","FDE52",8,"OUT045",1548,8583,10.395,1,0.029947409,"Dairy",90.1514,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3196","FDE52",8,"OUT013",1553,9026,10.395,1,0.029861927,"Dairy",86.6514,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3197","FDE52",8,"OUT046",1550,9605,10.395,1,0.029886798,"Dairy",89.5514,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3198","FDE52",8,"OUT049",1550,13720,10.395,1,0.029933264,"Dairy",90.1514,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3199","FDE52",8,"OUT027",1559,4188,12.6,1,0.02974207,"Dairy",88.9514,1985,0,1,0,0,0,0,1,0,0,0,1,3453.5046,28,0,1,0
"3200","FDE53",10,"OUT049",1550,11825,10.895,0,0.026921951,"Frozen Foods",104.928,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3201","FDE53",10,"OUT027",1559,505,12.6,0,0.026749991,"Frozen Foods",106.928,1985,0,1,0,0,0,0,1,0,0,0,1,2876.256,28,0,1,0
"3202","FDE53",10,"OUT010",925,1991,10.895,0,0.044991876,"Frozen Foods",107.228,1998,0,0,1,0,0,0,1,1,0,0,0,426.112,15,0,1,0
"3203","FDE53",10,"OUT046",1550,2445,10.895,0,0.026880159,"Frozen Foods",106.428,1997,0,0,0,1,1,0,0,0,1,0,0,1491.392,16,0,1,0
"3204","FDE53",10,"OUT035",1550,11903,10.895,0,0.026875077,"Frozen Foods",107.028,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3205","FDE53",10,"OUT045",1548,6602,10.895,0,0.026934673,"Frozen Foods",106.128,2002,0,0,1,0,0,1,0,0,1,0,0,319.584,11,0,1,0
"3206","FDE53",10,"OUT013",1553,12376,10.895,0,0.02685779,"Frozen Foods",104.528,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3207","FDE53",10,"OUT019",880,11353,12.6,0,0.047063689,"Frozen Foods",107.228,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"3208","FDE53",10,"OUT017",1543,4197,10.895,0,0.027032204,"Frozen Foods",106.328,2007,0,0,1,0,0,1,0,0,1,0,0,852.224,6,0,1,0
"3209","FDE53",10,"OUT018",1546,10226,10.895,0,0.026989658,"Frozen Foods",107.728,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3210","FDE56",9,"OUT017",1543,1630,17.25,1,0.160095901,"Fruits and Vegetables",61.5194,2007,0,0,1,0,0,1,0,0,1,0,0,1052.6298,6,0,1,0
"3211","FDE56",9,"OUT035",1550,6475,17.25,1,0.159165324,"Fruits and Vegetables",63.4194,2004,0,0,0,1,0,1,0,0,1,0,0,1547.985,9,0,1,0
"3212","FDE56",9,"OUT046",1550,12223,17.25,1,0.159195426,"Fruits and Vegetables",63.8194,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3213","FDE56",9,"OUT027",1559,7748,12.6,1,0.158424516,"Fruits and Vegetables",62.4194,1985,0,1,0,0,0,0,1,0,0,0,1,2291.0178,28,0,1,0
"3214","FDE56",9,"OUT018",1546,10600,17.25,1,0.159843921,"Fruits and Vegetables",62.2194,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3215","FDE56",9,"OUT013",1553,13148,17.25,1,0.159062948,"Fruits and Vegetables",60.2194,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"3216","FDE56",9,"OUT049",1550,13727,17.25,1,0.159442933,"Fruits and Vegetables",61.3194,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"3217","FDE56",9,"OUT019",880,7500,12.6,1,0.278730642,"Fruits and Vegetables",63.2194,1985,0,0,0,1,1,0,0,1,0,0,0,247.6776,28,0,1,0
"3218","FDE56",9,"OUT045",1548,12838,17.25,1,0.159518279,"Fruits and Vegetables",61.5194,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3219","FDE57",8,"OUT046",1550,9927,9.6,0,0.036285125,"Fruits and Vegetables",141.2154,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3220","FDE57",8,"OUT027",1559,4815,12.6,0,0.036109413,"Fruits and Vegetables",140.6154,1985,0,1,0,0,0,0,1,0,0,0,1,4538.0928,28,0,1,0
"3221","FDE57",8,"OUT013",1553,4117,9.6,0,0.03625493,"Fruits and Vegetables",141.0154,1987,1,0,0,0,0,0,1,0,1,0,0,2694.4926,26,0,1,0
"3222","FDE57",8,"OUT045",1548,10252,9.6,0,0.036358713,"Fruits and Vegetables",140.0154,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3223","FDE57",8,"OUT017",1543,5041,9.6,0,0.036490369,"Fruits and Vegetables",140.8154,2007,0,0,1,0,0,1,0,0,1,0,0,1843.6002,6,0,1,0
"3224","FDE57",8,"OUT035",1550,9522,9.6,0,0.036278264,"Fruits and Vegetables",141.4154,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3225","FDE57",8,"OUT049",1550,6898,9.6,0,0.036341539,"Fruits and Vegetables",142.9154,1999,0,1,0,0,1,0,0,0,1,0,0,3261.7542,14,0,1,0
"3226","FDE57",8,"OUT018",1546,12799,9.6,0,0.036432936,"Fruits and Vegetables",141.2154,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3227","FDE58",8,"OUT049",1550,1245,18.5,0,0.052149675,"Snack Foods",118.3124,1999,0,1,0,0,1,0,0,0,1,0,0,1540.6612,14,0,1,0
"3228","FDE58",8,"OUT018",1546,9983,18.5,0,0.052280828,"Snack Foods",117.3124,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"3229","FDE58",8,"OUT046",1550,8733,18.5,0,0.052068722,"Snack Foods",117.0124,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3230","FDE58",8,"OUT035",1550,12247,18.5,0,0.052058877,"Snack Foods",119.7124,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3231","FDE58",8,"OUT027",1559,4079,12.6,0,0.0540205365,"Snack Foods",119.8124,1985,0,1,0,0,0,0,1,0,0,0,1,1659.1736,28,0,1,0
"3232","FDE58",8,"OUT017",1543,4865,18.5,0,0.0540205365,"Snack Foods",119.8124,2007,0,0,1,0,0,1,0,0,1,0,0,4029.4216,6,0,1,0
"3233","FDE58",8,"OUT013",1553,635,18.5,0,0.052025392,"Snack Foods",118.4124,1987,1,0,0,0,0,0,1,0,1,0,0,2370.248,26,0,1,0
"3234","FDE58",8,"OUT045",1548,11243,18.5,0,0.052174319,"Snack Foods",116.8124,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3235","FDE59",9,"OUT017",1543,1426,12.15,0,0.062640143,"Starchy Foods",36.6532,2007,0,0,1,0,0,1,0,0,1,0,0,251.6724,6,0,1,0
"3236","FDE59",9,"OUT035",1550,7672,12.15,0,0.06227604,"Starchy Foods",37.9532,2004,0,0,0,1,0,1,0,0,1,0,0,1078.596,9,0,1,0
"3237","FDE59",9,"OUT045",1548,13791,12.15,0,0.062414139,"Starchy Foods",36.7532,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3238","FDE59",9,"OUT018",1546,6866,12.15,0,0.062541552,"Starchy Foods",34.3532,2009,0,1,0,0,0,0,1,0,0,1,0,251.6724,4,0,1,0
"3239","FDE59",9,"OUT010",925,6038,12.15,0,0.104257037,"Starchy Foods",34.0532,1998,0,0,1,0,0,0,1,1,0,0,0,179.766,15,0,1,0
"3240","FDE59",9,"OUT013",1553,1800,12.15,0,0.062235983,"Starchy Foods",34.5532,1987,1,0,0,0,0,0,1,0,1,0,0,359.532,26,0,1,0
"3241","FDE59",9,"OUT027",1559,11615,12.6,0,0.061986186,"Starchy Foods",35.6532,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3242","FDE59",9,"OUT046",1550,12764,12.15,0,0.062287818,"Starchy Foods",36.2532,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3243","FDE59",9,"OUT049",1550,6247,12.15,0,0.062384659,"Starchy Foods",34.6532,1999,0,1,0,0,1,0,0,0,1,0,0,719.064,14,0,1,0
"3244","FDF02",8,"OUT018",1546,3017,16.2,0,0.103894671,"Canned",101.299,2009,0,1,0,0,0,0,1,0,0,1,0,1857.582,4,0,1,0
"3245","FDF02",8,"OUT010",925,11513,16.2,0,0.173192865,"Canned",104.399,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"3246","FDF02",8,"OUT045",1548,13592,16.2,0,0.103683012,"Canned",105.099,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"3247","FDF02",8,"OUT017",1543,6550,16.2,0,0.104058452,"Canned",102.499,2007,0,0,1,0,0,1,0,0,1,0,0,2063.98,6,0,1,0
"3248","FDF02",8,"OUT046",1550,10051,16.2,0,0.103473165,"Canned",103.799,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"3249","FDF02",8,"OUT027",1559,10459,12.6,0,0.102972092,"Canned",102.899,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3250","FDF02",8,"OUT049",1550,8074,16.2,0,0.103634038,"Canned",101.399,1999,0,1,0,0,1,0,0,0,1,0,0,1031.99,14,0,1,0
"3251","FDF02",8,"OUT035",1550,11920,16.2,0,0.103453599,"Canned",103.699,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"3252","FDF04",9,"OUT046",1550,8088,17.5,0,0.013637046,"Frozen Foods",258.5304,1997,0,0,0,1,1,0,0,0,1,0,0,6199.9296,16,0,1,0
"3253","FDF04",9,"OUT018",1546,7204,17.5,0,0.013692598,"Frozen Foods",259.7304,2009,0,1,0,0,0,0,1,0,0,1,0,3616.6256,4,0,1,0
"3254","FDF04",9,"OUT017",1543,8343,17.5,0,0.013714183,"Frozen Foods",259.2304,2007,0,0,1,0,0,1,0,0,1,0,0,2841.6344,6,0,1,0
"3255","FDF04",9,"OUT013",1553,1327,17.5,0,0.0540205365,"Frozen Foods",258.3304,1987,1,0,0,0,0,0,1,0,1,0,0,3358.2952,26,0,1,0
"3256","FDF04",9,"OUT035",1550,1050,17.5,0,0.013634468,"Frozen Foods",256.4304,2004,0,0,0,1,0,1,0,0,1,0,0,1808.3128,9,0,1,0
"3257","FDF04",9,"OUT019",880,7794,12.6,0,0.023876708,"Frozen Foods",258.6304,1985,0,0,0,1,1,0,0,1,0,0,0,516.6608,28,0,1,0
"3258","FDF04",9,"OUT027",1559,14139,12.6,0,0.013571008,"Frozen Foods",258.5304,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"3259","FDF04",9,"OUT045",1548,4825,17.5,0,0.013664703,"Frozen Foods",257.7304,2002,0,0,1,0,0,1,0,0,1,0,0,5683.2688,11,0,1,0
"3260","FDF04",9,"OUT049",1550,3894,17.5,0,0.013658248,"Frozen Foods",256.3304,1999,0,1,0,0,1,0,0,0,1,0,0,6199.9296,14,0,1,0
"3261","FDF05",9,"OUT013",1553,5969,17.5,0,0.026848529,"Frozen Foods",264.891,1987,1,0,0,0,0,0,1,0,1,0,0,4996.829,26,0,1,0
